"Projektnummer";"Registrationsnummer";"Projekt-Bezeichnung";"Gebaeude-Bezeichnung";"Strasse des Gebäudes";"PLZ";"Ort";"Kanton";"BFS-Nummer";"Labelstatus";"Standard";"Zertifizierungsart";"Zertifizierungsstelle";"Anzahl Gebäude";"Einverstanden";"Mutationsdatum";"Eingereicht";"Provisorisches Zertifikat";"Definitives Zertifikat";"EBF";"Minergie-Kennzahl Anforderung";"Minergie-Kennzahl berechnet";"Heizwärmebedarf Anforderung";"Heizwärmebedarf berechnet";"Solar (m2)";"PV (kWp)";"qh-mp Berechnet";"qh-mp Anforderung";"EGID";"ParzellenNummer";"Gebaeude-Versicherungsnummer";"X-Koordinate";"Y-Koordinate";"ZertifikatGebaeudeInfo";"ZertifikatEnergieInfo";
"65695";"ZH-9616";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 5";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"196";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 5, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65695";"ZH-9617";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 7";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"192";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 7, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65695";"ZH-9618";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 9";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"106";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 9, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65682";"ZH-9619";"MFH Höhenstrasse, 8127 Forch ZH";"Neubau 2 MFH, 8127 Forch ZH";"Höhenstrasse 29";"8127";"Forch";"ZH";"195";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-27 17:31:24";"2021-03-22 10:38:08";"2021-05-27 17:31:24";" ";"856.1";"55.00";"54.56";"38.38";"31.49";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau 2 MFH, 8127 Forch ZH, Höhenstrasse 29, 8127 Forch";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65682";"ZH-9620";"MFH Höhenstrasse, 8127 Forch ZH";"Neubau 2 MFH, 8127 Forch ZH";"Höhenstrasse 31";"8127";"Forch";"ZH";"195";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-27 17:31:24";"2021-03-22 10:38:08";"2021-05-27 17:31:24";" ";"856.1";"55.00";"54.56";"38.38";"31.49";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau 2 MFH, 8127 Forch ZH, Höhenstrasse 31, 8127 Forch";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65553";"ZH-9610";"2021.002 Neubau DEFH Hettlingerstrasse, 8472 Seuzach";"Neubau DEFH (Haus1)";"Hettlingerstrasse 999";"8472";"Seuzach";"ZH";"227";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:02:35";"2021-03-24 14:42:58";"2021-05-25 18:02:35";" ";"250";"55.67";"52.70";"43.30";"33.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau DEFH (Haus1), Hettlingerstrasse 999, 8472 Seuzach";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65553";"ZH-9611";"2021.002 Neubau DEFH Hettlingerstrasse, 8472 Seuzach";"Neubau DEFH (Haus 2)";"Hettlingerstrasse 998";"8472";"Seuzach";"ZH";"227";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-25 18:02:35";"2021-03-24 14:42:58";"2021-05-25 18:02:35";" ";"221";"55.67";"52.70";"43.30";"33.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau DEFH (Haus 2), Hettlingerstrasse 998, 8472 Seuzach";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65696";"ZH-835-P";"Ersatzneubau EFH, Untere Bergstrasse 55, Wädenswil";"Ersatzneubau EFH";"Untere Bergstrasse 55";"8820";"Wädenswil";"ZH";"293";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-28 08:12:39";"2021-03-29 11:58:39";"2021-05-28 08:12:39";" ";"451";"50.00";"46.00";"32.84";"29.39";" ";" ";" ";" ";" ";"WE13746";" ";" ";" ";"Ersatzneubau EFH, Untere Bergstrasse 55, 8820 Wädenswil";"Luft-Wärmepumpe, Heizung, Elektro direkt, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65980";"ZH-823-P";"Ersatzneubau EFH-Florastrasse 65 Uster";"Ersatzneubau EFH-Florastrasse 65 Uster";"Florastrasse 65";"8610";"Uster";"ZH";"198";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 11:40:26";"2021-04-08 16:13:58";"2021-05-25 11:40:26";" ";"362";"50.00";"48.99";"31.15";"30.37";" ";" ";" ";" ";" ";"B4649";" ";" ";" ";"Ersatzneubau EFH-Florastrasse 65 Uster, Florastrasse 65, 8610 Uster";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"66058";"ZH-9608";"19.086 Umbau Geschäftshaus";"Umbau Geschäftshaus";"Freigutstrasse 16";"8027";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-12 08:07:15";"2021-04-20 11:47:57";"2021-05-12 08:07:15";" ";"4280";"129.16";"111.02";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Umbau Geschäftshaus, Freigutstrasse 16, 8027 Zürich";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser und Photovoltaik";
"66047";"ZH-9607";"Sanierung EFH Dorfstrasse 20";"Sanierung EFH Dorfstrasse 20";"Dorfstrasse 20";"8914";"Aeugst am Albis";"ZH";"1";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-12 08:10:52";"2021-04-22 09:59:14";"2021-05-12 08:10:52";" ";"279.8";"90.00";"69.47";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Sanierung EFH Dorfstrasse 20, Dorfstrasse 20, 8914 Aeugst am Albis";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Solarenergie therm. Warmwasser und Photovoltaik";
